person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31,16800,RENT,0.0,HOMEIMPROVEMENT,C,3000,14.26,1,0.18,Y,7
27,44000,RENT,2.0,MEDICAL,B,2000,11.49,1,0.05,N,10
24,15000,RENT,3.0,PERSONAL,E,4800,16.95,1,0.32,N,3
31,40500,RENT,0.0,MEDICAL,C,12500,13.61,1,0.31,N,7
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2
23,40000,RENT,6.0,EDUCATION,B,15000,11.71,1,0.38,N,3
26,66300,RENT,0.0,MEDICAL,D,17000,16.77,1,0.22,Y,3
22,52000,MORTGAGE,5.0,VENTURE,A,6000,7.9,0,0.12,N,2
22,24000,OWN,,VENTURE,A,1500,6.91,0,0.06,N,4
25,73000,RENT,2.0,PERSONAL,D,7200,14.96,1,0.1,N,3
29,47500,RENT,0.0,PERSONAL,A,12000,8.94,0,0.25,N,5
25,19200,RENT,0.0,HOMEIMPROVEMENT,B,5000,9.62,1,0.26,N,2
24,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.06,N,2
33,12000,RENT,,EDUCATION,A,1000,7.88,1,0.08,N,7
22,27996,RENT,1.0,VENTURE,E,5000,17.51,1,0.18,N,4
25,96050,RENT,9.0,MEDICAL,D,6500,14.61,1,0.06,N,2
41,70000,MORTGAGE,2.0,EDUCATION,E,14000,16.7,0,0.2,Y,13
27,28500,MORTGAGE,3.0,VENTURE,C,1600,13.49,1,0.06,N,8
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3
25,47000,RENT,4.0,MEDICAL,B,19000,11.99,1,0.4,N,2
25,36000,RENT,0.0,VENTURE,D,14500,14.54,1,0.4,Y,2
31,62050,RENT,0.0,MEDICAL,D,3600,15.95,1,0.05,N,9
29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,Y,10
26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4
28,29000,RENT,6.0,EDUCATION,C,13000,14.26,1,0.45,Y,8
36,45600,MORTGAGE,6.0,VENTURE,C,10000,13.49,0,0.22,Y,15
32,24000,RENT,0.0,VENTURE,D,9000,15.62,1,0.38,N,7
22,42996,RENT,2.0,DEBTCONSOLIDATION,C,14400,,1,0.33,Y,4
31,14400,RENT,0.0,EDUCATION,C,1250,,1,0.09,N,8
23,52800,RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4
33,33036,RENT,4.0,VENTURE,C,13800,13.47,1,0.42,Y,5
22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3
23,51000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,17500,14.09,1,0.34,Y,2
22,30000,RENT,,VENTURE,E,8000,,1,0.27,N,3
24,27000,RENT,0.0,VENTURE,B,3000,11.14,0,0.11,N,2
38,64800,RENT,15.0,PERSONAL,B,7500,9.63,0,0.12,N,11
23,64000,RENT,7.0,EDUCATION,A,10000,,1,0.16,N,4
21,15000,RENT,4.0,VENTURE,D,2200,,0,0.15,N,4
21,69000,RENT,5.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.17,N,4
24,80000,OWN,5.0,EDUCATION,C,2200,13.49,0,0.03,N,4
23,27000,RENT,2.0,VENTURE,C,18000,11.54,1,0.67,Y,4
22,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5000,13.79,0,0.16,N,4
32,52800,MORTGAGE,2.0,HOMEIMPROVEMENT,A,24000,7.51,0,0.45,N,10
22,31356,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11225,,1,0.36,Y,2
35,36153,MORTGAGE,2.0,PERSONAL,D,3000,11.86,0,0.08,N,8
27,80000,RENT,3.0,EDUCATION,D,12000,17.58,0,0.15,N,7
23,80000,MORTGAGE,1.0,PERSONAL,C,11000,12.73,0,0.14,N,3
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,Y,4
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3
31,50000,RENT,2.0,MEDICAL,C,18000,13.48,1,0.36,Y,9
28,30000,RENT,1.0,MEDICAL,B,14500,11.14,1,0.48,N,8
36,90000,RENT,7.0,PERSONAL,D,30000,15.99,1,0.33,Y,11
33,143004,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.07,N,7
23,17004,RENT,3.0,MEDICAL,A,5000,6.54,1,0.29,N,2
28,30000,MORTGAGE,,VENTURE,A,6000,6.03,0,0.2,N,8
23,62000,MORTGAGE,3.0,MEDICAL,A,9000,,0,0.15,N,4
26,108000,MORTGAGE,5.0,PERSONAL,A,13000,8.94,0,0.12,N,2
30,23000,RENT,5.0,VENTURE,A,14000,7.88,1,0.61,N,6
23,18000,RENT,1.0,HOMEIMPROVEMENT,D,3000,15.99,1,0.17,Y,2
23,113000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.38,1,0.09,N,3
23,44000,RENT,2.0,PERSONAL,C,6000,14.22,0,0.14,Y,3
25,90000,MORTGAGE,6.0,PERSONAL,A,6000,7.74,0,0.07,N,4
53,55000,RENT,1.0,HOMEIMPROVEMENT,A,9500,5.42,0,0.17,N,26
22,70550,RENT,4.0,MEDICAL,E,12000,15.68,1,0.14,N,3
26,159800,MORTGAGE,6.0,MEDICAL,D,30000,17.58,1,0.16,Y,3
29,110000,RENT,9.0,DEBTCONSOLIDATION,B,25600,,0,0.23,N,5
26,108000,RENT,2.0,DEBTCONSOLIDATION,D,7500,16.77,1,0.07,Y,3
25,55784,RENT,2.0,DEBTCONSOLIDATION,C,18500,13.61,1,0.33,N,3
25,50000,MORTGAGE,9.0,PERSONAL,C,20000,15.27,0,0.4,N,4
27,31500,RENT,10.0,DEBTCONSOLIDATION,C,6000,12.84,1,0.19,N,8
36,56900,MORTGAGE,16.0,MEDICAL,G,6200,,1,0.11,N,13
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4
25,65000,RENT,9.0,EDUCATION,E,15000,16.32,0,0.23,N,2
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,N,2
29,74000,MORTGAGE,8.0,EDUCATION,B,25000,11.49,0,0.34,N,6
22,64000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6625,6.62,0,0.1,N,2
22,60000,MORTGAGE,3.0,VENTURE,A,10000,8.0,0,0.17,N,4
24,59000,RENT,5.0,MEDICAL,D,12000,15.28,1,0.2,Y,2
25,51000,MORTGAGE,6.0,EDUCATION,E,16750,16.4,0,0.33,N,3
28,10000,RENT,12.0,EDUCATION,B,3000,,1,0.3,N,8
27,18000,OWN,4.0,EDUCATION,A,5000,7.9,1,0.28,N,9
28,63000,RENT,4.0,VENTURE,D,20000,14.61,1,0.32,Y,9
38,49853,MORTGAGE,19.0,EDUCATION,D,12000,13.3,0,0.24,Y,11
38,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,15.27,1,0.19,N,17
26,67000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,6500,14.11,1,0.1,Y,2
21,44004,MORTGAGE,5.0,VENTURE,B,7200,11.89,0,0.16,N,4
70,48000,RENT,0.0,MEDICAL,A,15000,6.99,1,0.31,N,24
31,78000,RENT,0.0,HOMEIMPROVEMENT,E,18000,18.79,1,0.23,N,9
25,36000,RENT,0.0,MEDICAL,B,12000,9.91,1,0.33,N,3
36,34000,RENT,20.0,VENTURE,D,4000,14.59,1,0.12,N,11
22,42000,RENT,6.0,MEDICAL,E,10000,16.32,1,0.24,Y,4
24,85850,MORTGAGE,3.0,MEDICAL,D,12000,15.99,1,0.12,Y,4
25,118189,MORTGAGE,9.0,VENTURE,B,25000,11.49,0,0.21,N,3
28,60000,RENT,12.0,DEBTCONSOLIDATION,A,4600,7.88,0,0.08,N,8
27,84000,MORTGAGE,5.0,PERSONAL,C,20000,12.29,1,0.24,Y,8
24,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,N,4
26,105000,MORTGAGE,11.0,PERSONAL,A,5000,8.49,0,0.05,N,3
28,29000,RENT,1.0,MEDICAL,C,8000,13.11,1,0.28,Y,9
24,125000,MORTGAGE,2.0,PERSONAL,A,15000,7.66,0,0.12,N,3
28,168000,RENT,0.0,DEBTCONSOLIDATION,F,15000,17.26,1,0.09,Y,9
26,90000,RENT,0.0,EDUCATION,B,5525,11.36,0,0.06,N,4
29,50000,MORTGAGE,0.0,PERSONAL,A,6300,6.62,0,0.13,N,10
27,36000,RENT,11.0,MEDICAL,A,3000,8.0,0,0.08,N,9
29,53000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,10750,13.11,0,0.2,N,7
33,57000,MORTGAGE,3.0,EDUCATION,E,10000,15.68,1,0.18,Y,8
27,70800,MORTGAGE,0.0,EDUCATION,G,20000,21.21,1,0.28,Y,8
26,80000,RENT,2.0,EDUCATION,A,10000,8.49,0,0.13,N,4
20,65000,MORTGAGE,4.0,EDUCATION,B,4800,9.99,0,0.07,N,2
32,48000,RENT,15.0,VENTURE,A,3600,6.92,0,0.07,N,6
22,94000,MORTGAGE,6.0,PERSONAL,C,35000,15.23,0,0.37,Y,4
26,37850,RENT,1.0,PERSONAL,B,6400,9.88,0,0.17,N,2
42,25000,RENT,,MEDICAL,A,10000,6.99,1,0.4,N,17
35,34000,RENT,0.0,DEBTCONSOLIDATION,E,5000,15.45,1,0.15,Y,6
22,47091,MORTGAGE,6.0,VENTURE,A,10000,,0,0.21,N,3
22,19200,RENT,0.0,HOMEIMPROVEMENT,E,3000,,1,0.16,Y,3
26,40000,RENT,2.0,MEDICAL,A,12000,7.88,0,0.3,N,2
53,105000,RENT,1.0,EDUCATION,A,12000,6.91,0,0.11,N,23
22,84000,MORTGAGE,6.0,PERSONAL,B,3900,11.71,0,0.05,N,4
23,76000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.09,N,4
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,1,0.44,Y,3
23,70000,RENT,1.0,VENTURE,C,3000,14.27,0,0.04,Y,2
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3
32,57223,RENT,0.0,PERSONAL,B,15000,11.83,1,0.26,N,5
22,87000,MORTGAGE,0.0,PERSONAL,B,8000,12.21,0,0.09,N,4
29,63000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,25000,11.48,0,0.4,N,8
24,32000,RENT,1.0,EDUCATION,C,1500,13.92,0,0.05,Y,4
23,31800,RENT,7.0,PERSONAL,C,9600,13.48,1,0.3,Y,3
28,24000,OWN,3.0,PERSONAL,B,8000,10.37,0,0.33,N,5
26,60000,RENT,5.0,DEBTCONSOLIDATION,C,10000,14.27,0,0.17,N,4
25,65000,RENT,3.0,PERSONAL,D,18000,15.33,1,0.28,N,4
25,45996,RENT,2.0,DEBTCONSOLIDATION,G,5000,,1,0.11,Y,4
28,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,F,25000,19.41,1,0.36,Y,5
22,21600,RENT,3.0,MEDICAL,B,8000,11.49,1,0.37,N,3
64,46000,RENT,2.0,PERSONAL,C,4800,11.09,0,0.1,Y,24
21,90000,RENT,3.0,EDUCATION,B,4800,9.62,0,0.05,N,2
22,74476,MORTGAGE,6.0,EDUCATION,A,5000,8.49,1,0.07,N,2
25,47000,OWN,9.0,VENTURE,A,4000,6.62,0,0.09,N,4
23,60996,RENT,2.0,PERSONAL,D,4200,15.58,1,0.07,N,2
27,130000,MORTGAGE,0.0,PERSONAL,C,8000,13.35,0,0.06,Y,7
31,60000,RENT,2.0,PERSONAL,A,4750,5.99,0,0.08,N,5
35,21340,RENT,0.0,MEDICAL,B,8000,11.14,1,0.37,N,6
23,48000,OWN,7.0,EDUCATION,B,20000,11.71,0,0.42,N,4
30,105000,MORTGAGE,14.0,MEDICAL,B,7725,,0,0.07,N,9
22,92000,RENT,6.0,VENTURE,F,20000,15.65,0,0.22,Y,2
24,38272,RENT,1.0,VENTURE,C,15250,14.17,1,0.4,Y,2
38,55000,RENT,9.0,HOMEIMPROVEMENT,D,3325,16.89,0,0.06,N,14
26,147996,MORTGAGE,10.0,DEBTCONSOLIDATION,A,7500,8.0,0,0.05,N,3
26,18000,RENT,2.0,DEBTCONSOLIDATION,C,8500,14.27,1,0.47,N,3
23,95000,MORTGAGE,1.0,EDUCATION,C,19800,13.22,1,0.21,Y,4
22,24000,OWN,0.0,MEDICAL,C,5000,13.35,0,0.21,N,4
26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2000,11.99,1,0.07,N,2
23,31000,RENT,4.0,DEBTCONSOLIDATION,D,7200,14.54,1,0.23,N,3
28,100000,MORTGAGE,2.0,EDUCATION,A,4000,7.49,0,0.04,N,8
24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.13,N,2
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4
32,25000,RENT,1.0,DEBTCONSOLIDATION,A,10000,8.49,1,0.4,N,10
22,76500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,15000,,0,0.2,Y,4
22,50000,RENT,6.0,EDUCATION,D,11400,17.58,0,0.23,Y,4
26,78000,RENT,6.0,DEBTCONSOLIDATION,C,18000,13.49,0,0.23,N,4
21,29000,RENT,2.0,MEDICAL,D,4200,15.62,1,0.14,Y,3
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,1,0.47,N,2
35,33000,RENT,3.0,MEDICAL,D,2500,15.62,1,0.08,Y,7
25,52000,RENT,9.0,VENTURE,C,16000,13.98,1,0.31,N,4
29,30000,RENT,1.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.5,N,10
23,54000,RENT,5.0,HOMEIMPROVEMENT,A,4500,8.49,1,0.08,N,2
23,100000,MORTGAGE,1.0,VENTURE,B,25000,11.58,0,0.25,N,3
26,27000,RENT,9.0,DEBTCONSOLIDATION,A,11000,8.9,1,0.41,N,3
23,20400,RENT,5.0,VENTURE,D,5500,,0,0.27,Y,2
24,98000,OWN,8.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,3
23,81000,RENT,7.0,EDUCATION,C,18000,13.98,0,0.22,N,4
32,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10
25,45000,RENT,0.0,PERSONAL,B,5000,10.74,0,0.11,N,4
39,18300,RENT,0.0,DEBTCONSOLIDATION,D,1200,14.74,1,0.07,Y,11
21,12000,OWN,0.0,PERSONAL,C,4200,13.48,1,0.35,Y,4
34,41600,MORTGAGE,16.0,DEBTCONSOLIDATION,A,17500,6.17,0,0.42,N,8
39,34000,RENT,3.0,PERSONAL,A,5000,8.49,1,0.15,N,15
21,35368,RENT,0.0,DEBTCONSOLIDATION,C,5100,12.99,0,0.14,N,2
28,45000,RENT,4.0,MEDICAL,C,9000,14.65,0,0.2,N,6
25,90000,MORTGAGE,2.0,MEDICAL,B,9500,11.71,0,0.11,N,4
22,46200,RENT,5.0,EDUCATION,B,6200,12.42,0,0.13,N,3
29,40000,RENT,2.0,VENTURE,D,7000,14.91,1,0.17,Y,8
32,202300,MORTGAGE,9.0,MEDICAL,D,25000,14.59,1,0.11,N,7
23,39000,RENT,2.0,PERSONAL,D,10000,15.2,1,0.26,Y,3
27,60000,RENT,0.0,HOMEIMPROVEMENT,B,11000,10.71,0,0.18,N,7
21,22000,OWN,2.0,DEBTCONSOLIDATION,D,4000,15.05,0,0.18,N,4
35,36000,MORTGAGE,4.0,EDUCATION,B,16000,10.99,1,0.44,N,8
29,21000,RENT,2.0,EDUCATION,B,8000,11.71,1,0.38,N,7
23,19200,OWN,,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,N,4
25,108000,RENT,5.0,DEBTCONSOLIDATION,E,8000,16.77,1,0.07,N,3
29,37000,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7
27,55000,RENT,4.0,PERSONAL,C,12000,,0,0.22,N,6
26,52800,RENT,2.0,VENTURE,D,10000,12.8,1,0.19,Y,3
47,72000,RENT,5.0,VENTURE,D,2500,15.05,0,0.03,N,11
22,51000,RENT,2.0,EDUCATION,B,3200,10.99,0,0.06,N,2
24,58650,RENT,4.0,MEDICAL,D,9500,16.49,1,0.14,N,3
23,63000,MORTGAGE,8.0,EDUCATION,A,7300,7.49,0,0.12,N,2
25,30000,MORTGAGE,5.0,EDUCATION,B,3600,12.42,0,0.12,N,4
26,47000,RENT,7.0,PERSONAL,A,15000,7.9,1,0.32,N,3
22,28000,RENT,3.0,EDUCATION,C,6000,12.98,0,0.21,Y,2
24,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,11.86,0,0.16,N,3
36,53126,RENT,1.0,MEDICAL,D,8000,,1,0.15,N,14
29,39000,MORTGAGE,13.0,PERSONAL,D,10000,,1,0.26,N,5
26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2
22,51480,MORTGAGE,4.0,PERSONAL,B,3000,11.83,0,0.06,N,2
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,1,0.28,N,3
28,32376,RENT,2.0,DEBTCONSOLIDATION,F,8000,,1,0.25,Y,7
23,67150,MORTGAGE,5.0,MEDICAL,D,10000,16.32,1,0.13,N,2
27,35000,MORTGAGE,11.0,MEDICAL,B,9000,11.49,0,0.26,N,5
24,62000,MORTGAGE,8.0,EDUCATION,B,7750,10.0,0,0.13,N,2
21,15500,RENT,3.0,HOMEIMPROVEMENT,A,8000,7.51,1,0.52,N,4
22,42500,RENT,7.0,MEDICAL,D,11850,14.11,1,0.28,Y,2
27,52500,RENT,7.0,PERSONAL,A,11425,7.51,0,0.22,N,7
22,40000,RENT,4.0,VENTURE,B,12000,,0,0.3,N,3
25,49200,RENT,,VENTURE,D,18250,14.83,1,0.37,N,3
23,85000,RENT,3.0,MEDICAL,A,12000,,0,0.14,N,2
23,41000,RENT,7.0,EDUCATION,A,4700,7.9,0,0.11,N,4
27,62900,MORTGAGE,1.0,MEDICAL,B,8000,11.46,1,0.11,N,8
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3
22,36900,RENT,5.0,VENTURE,A,16000,7.9,1,0.43,N,2
37,30000,RENT,6.0,PERSONAL,D,15000,,1,0.5,N,12
23,46500,RENT,3.0,EDUCATION,D,4600,,0,0.1,Y,4
23,65000,MORTGAGE,7.0,EDUCATION,A,10000,7.49,0,0.15,N,2
31,20400,RENT,0.0,MEDICAL,B,6225,9.76,1,0.31,N,9
21,18456,RENT,2.0,MEDICAL,C,3500,13.35,1,0.19,Y,2
24,38500,MORTGAGE,5.0,PERSONAL,C,2500,,0,0.06,N,4
24,43200,RENT,3.0,EDUCATION,C,5000,14.17,0,0.12,Y,4
26,55000,MORTGAGE,10.0,VENTURE,A,10000,7.49,0,0.18,N,2
25,90000,MORTGAGE,7.0,PERSONAL,A,6000,7.14,0,0.07,N,3
21,49000,RENT,5.0,DEBTCONSOLIDATION,D,6000,14.84,1,0.12,Y,4
30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0,0.06,N,9
24,138000,OWN,8.0,PERSONAL,A,16500,6.54,0,0.12,N,3
22,30000,RENT,6.0,EDUCATION,B,7000,9.62,1,0.23,N,4
32,31000,RENT,2.0,EDUCATION,D,7400,16.77,1,0.24,N,6
33,73000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000,16.29,1,0.07,N,9
26,42000,RENT,1.0,MEDICAL,A,10000,6.54,0,0.24,N,4
24,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.99,0,0.29,N,3
33,25200,RENT,1.0,VENTURE,A,13250,7.66,1,0.53,N,6
24,136000,MORTGAGE,9.0,PERSONAL,F,25000,19.13,1,0.18,N,3
22,90000,MORTGAGE,6.0,PERSONAL,A,6400,5.99,0,0.07,N,2
22,32000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.49,1,0.44,N,2
24,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,Y,4
26,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800,10.99,0,0.22,N,4
23,84000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.12,N,2
25,44000,MORTGAGE,5.0,VENTURE,A,4000,5.79,0,0.09,N,4
22,30000,OWN,4.0,PERSONAL,B,5000,11.12,0,0.17,N,2
23,79996,MORTGAGE,2.0,EDUCATION,E,24000,16.32,0,0.3,Y,3
25,62000,RENT,7.0,DEBTCONSOLIDATION,A,15600,7.49,0,0.25,N,4
27,54400,MORTGAGE,11.0,MEDICAL,D,3000,,1,0.05,Y,5
22,43200,MORTGAGE,6.0,VENTURE,A,6000,7.51,0,0.14,N,3
24,41000,RENT,2.0,HOMEIMPROVEMENT,D,25000,,1,0.61,N,3
24,70000,OWN,0.0,EDUCATION,B,15000,12.18,0,0.21,N,2
22,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3
30,32400,RENT,0.0,PERSONAL,C,9000,11.22,0,0.28,N,10
21,29000,RENT,5.0,MEDICAL,D,7000,12.61,1,0.24,Y,2
23,44000,MORTGAGE,8.0,PERSONAL,B,15000,12.18,1,0.34,N,3
22,42000,RENT,1.0,PERSONAL,D,20000,12.99,1,0.48,N,3
28,19000,RENT,1.0,DEBTCONSOLIDATION,B,9250,11.49,1,0.49,N,7
24,32004,RENT,2.0,PERSONAL,D,6000,14.84,1,0.19,N,4
27,40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,N,7
23,65004,RENT,0.0,VENTURE,C,3000,13.61,0,0.05,Y,3
44,72136,RENT,7.0,HOMEIMPROVEMENT,F,25000,19.41,1,0.35,N,17
35,33000,RENT,0.0,HOMEIMPROVEMENT,E,4000,16.32,1,0.12,N,10
26,68004,RENT,10.0,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,Y,3
27,57600,RENT,3.0,EDUCATION,A,14000,7.29,0,0.24,N,8
30,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,,0,0.15,N,8
25,39000,RENT,4.0,HOMEIMPROVEMENT,D,15000,12.92,1,0.38,N,2
29,242400,OWN,12.0,MEDICAL,B,35000,10.37,0,0.14,N,8
27,26592,RENT,1.0,PERSONAL,A,2500,7.14,1,0.09,N,6
26,68000,MORTGAGE,11.0,MEDICAL,D,25000,15.65,1,0.31,N,2
23,30000,RENT,0.0,VENTURE,A,3600,6.17,0,0.12,N,2
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2
22,50000,OWN,4.0,VENTURE,B,16000,9.45,0,0.32,N,4
27,42000,OWN,3.0,PERSONAL,B,8500,10.38,0,0.2,N,7
24,50000,RENT,9.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.16,N,2
41,31000,RENT,3.0,VENTURE,B,8000,10.38,0,0.26,N,17
34,42000,RENT,5.0,PERSONAL,A,18825,7.9,1,0.45,N,10
38,35000,MORTGAGE,6.0,VENTURE,A,4800,7.51,0,0.14,N,14
24,57100,RENT,3.0,VENTURE,C,6625,11.22,0,0.12,Y,4
23,102000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.06,N,2
24,45295,RENT,8.0,DEBTCONSOLIDATION,D,19650,15.37,1,0.43,Y,2
48,12000,RENT,4.0,MEDICAL,A,4200,,1,0.35,N,14
22,28000,RENT,6.0,EDUCATION,A,10000,5.42,1,0.36,N,3
40,54996,MORTGAGE,6.0,PERSONAL,B,6000,9.76,1,0.11,N,14
24,54000,RENT,1.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.19,N,4
35,17000,RENT,0.0,MEDICAL,A,4750,9.32,1,0.28,N,6
33,51888,MORTGAGE,13.0,PERSONAL,C,7000,13.98,0,0.13,N,10
38,65000,RENT,2.0,MEDICAL,A,7000,7.88,0,0.11,N,17
30,30000,RENT,4.0,HOMEIMPROVEMENT,D,6500,15.65,1,0.22,Y,6
26,78000,MORTGAGE,8.0,PERSONAL,C,12000,13.43,0,0.15,N,4
27,36000,RENT,0.0,PERSONAL,D,7500,13.55,1,0.21,Y,7
29,36000,RENT,6.0,VENTURE,A,12000,7.49,1,0.33,N,7
24,86000,MORTGAGE,0.0,PERSONAL,B,20000,10.99,1,0.23,N,4
24,60000,MORTGAGE,2.0,MEDICAL,B,12000,9.99,0,0.2,N,2
25,59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,1,0.34,N,4
23,92000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.91,0,0.16,N,2
22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,N,3
22,45000,RENT,4.0,DEBTCONSOLIDATION,A,5400,7.29,0,0.12,N,2
26,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6500,8.9,0,0.09,N,4
25,70000,RENT,9.0,EDUCATION,B,6000,9.25,0,0.09,N,4
34,100000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,6.17,0,0.15,N,10
21,25000,RENT,0.0,EDUCATION,A,8125,7.9,1,0.33,N,3
27,39000,RENT,0.0,EDUCATION,C,8000,11.03,0,0.21,N,9
23,54000,RENT,7.0,PERSONAL,B,1500,9.62,0,0.03,N,3
25,32000,RENT,1.0,MEDICAL,E,2500,16.45,1,0.08,N,3
28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,1,0.27,N,10
24,55000,OWN,4.0,VENTURE,D,9000,16.49,0,0.16,Y,2
23,60000,MORTGAGE,7.0,EDUCATION,A,10500,,0,0.17,N,4
24,44000,MORTGAGE,4.0,PERSONAL,B,11200,10.99,0,0.25,N,4
23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,N,4
27,39000,RENT,3.0,DEBTCONSOLIDATION,C,16000,12.73,1,0.41,N,8
24,29000,MORTGAGE,8.0,PERSONAL,B,1450,,1,0.05,N,4
35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5
23,32000,OWN,4.0,PERSONAL,C,7500,12.98,0,0.23,N,3
22,70000,MORTGAGE,1.0,EDUCATION,A,8000,7.49,0,0.11,N,3
24,45871,RENT,5.0,HOMEIMPROVEMENT,D,14400,,1,0.31,Y,3
30,54000,RENT,2.0,DEBTCONSOLIDATION,D,16200,15.57,1,0.3,N,10
30,75000,RENT,9.0,PERSONAL,D,25000,15.2,1,0.33,N,5
24,79200,RENT,3.0,EDUCATION,D,16000,12.67,1,0.2,Y,2
21,42000,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,Y,4
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3
23,34800,RENT,0.0,MEDICAL,B,7000,11.99,1,0.2,N,2
28,17573,RENT,1.0,MEDICAL,A,3000,7.37,1,0.17,N,8
27,90000,MORTGAGE,12.0,EDUCATION,A,20000,,0,0.22,N,6
29,8472,RENT,2.0,PERSONAL,A,3000,7.49,1,0.35,N,7
22,85000,MORTGAGE,6.0,EDUCATION,C,5000,12.61,0,0.06,N,2
26,93500,MORTGAGE,9.0,VENTURE,D,6250,14.83,0,0.07,Y,3
33,63996,RENT,4.0,EDUCATION,B,3200,10.74,0,0.05,N,9
24,62000,RENT,1.0,MEDICAL,C,1600,13.85,0,0.03,Y,4
34,285000,RENT,5.0,EDUCATION,B,21000,11.71,0,0.07,N,10
26,33600,RENT,4.0,PERSONAL,D,3300,15.65,0,0.1,Y,2
